Delhi metro fare : 1st query,Prerna,Ojasvi,Urvi,Himanshu,Final Relevance,,Prerna ,Ojasvi ,Urvi,Himanshu,Final Rank 
https://cleartax.in/s/gst-law-goods-and-services-tax/,,1,,,,,,4,,,
https://www.quora.com/What-is-GST-9,,1,,,,,,2,,,
https://www.quora.com/What-is-the-difference-between-the-current-taxation-and-the-new-goods-and-services-tax-GST-in-India-What-is-the-impact,,1,,,,,,5,,,
http://www.baidu.com/link?url=sNz9zEaQ_m_QZA-UOdPK1HTOauDZ32t4yRlIUdlGxDJgnykG93kL7D229ECDvdbISj4GTAQStL720cZWm56YU3UT-Spaq9FIWyBXMtjZSOq,,0,,,,,,9,,,
https://www.merriam-webster.com/dictionary/what,,0,,,,,,10,,,
https://en.wiktionary.org/wiki/what,,0,,,,,,6,,,
https://www.investopedia.com/terms/g/gst.asp,,1,,,,,,7,,,
https://www.investopedia.com/terms/g/gst.asp&sa=U&ved=0ahUKEwiaiPPy0uTZAhVLwI8KHXGEDf4QFggwMAU&usg=AOvVaw1eJedBIn_VWS6qkmuiIgh1,,1,,,,,,8,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,1,,,,,,,,,
"1,5",,1,,,,,,,,,
"1,6",,1,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,1,,,,,,,,,
"2,3",,1,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,1,,,,,,,,,
"3,9",,1,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,1,,,,,,,,,
"4,8",,1,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,1,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,1,,,,,,,,,
"6,9",,1,,,,,,,,,
"6,10",,1,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,1,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
gst calculation rules,,,,,,,,,,,
,,,,,,,,,,,
https://www.bankbazaar.com/tax/gst-calculator.html,,0,,,,,,2,,,
http://blogs.tallysolutions.com/gst-rounding-rules-for-tax-values/,,1,,,,,,3,,,
https://cleartax.in/s/tax-calculation-gst/,,1,,,,,,4,,,
http://www.cbec.gov.in/htdocs-cbec/gst/draft-rules-format,,1,,,,,,10,,,
https://www.gstkeeper.com/gst-accounting-calculator.php,,0,,,,,,7,,,
https://play.google.com/store/apps/details?id=com.gst.india.tax.gstact.gstcalculator,,0,,,,,,8,,,
http://finance.yahoo.com/q?s=GST,,1,,,,,,9,,,
https://finance.yahoo.com/quote/GST,,1,,,,,,1,,,
http://www.timeanddate.com/time/zones/gst,,1,,,,,,5,,,
https://en.wikipedia.org/wiki/Goods_and_Services_Tax_(India),,1,,,,,,6,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,0,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,1,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,1,,,,,,,,,
"2,10",,1,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,1,,,,,,,,,
"4,6",,1,,,,,,,,,
"4,7",,1,,,,,,,,,
"4,8",,1,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,1,,,,,,,,,
"5,7",,1,,,,,,,,,
"5,8",,1,,,,,,,,,
"5,9",,1,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,1,,,,,,,,,
"6,10",,1,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,1,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,1,,,,,,,,,
,,,,,,,,,,,
categories of gst,,,,,,,,,,,
,,,,,,,,,,,
http://www.livemint.com/Politics/OuTNv0usNfIiRBklKa5B1O/GST-rates-to-be-between-5-and-28.html,,1,,,,,,1,,,
http://www.moneycontrol.com/news/business/economy/tax-rate-on-five-star-hotels-unchanged-at-18-full-list-of-gst-rates-for-178-categories-of-goods-2435811.html,,1,,,,,,4,,,
http://www.moneycontrol.com/news/business/economy/full-list-of-gst-rates-for-98-categories-of-goods-2283599.html,,1,,,,,,5,,,
http://www.howtoexportimport.com/4-types-of-Goods-and-Services-in-India-for-GST-rat-4263.aspx,,1,,,,,,6,,,
http://howtoexportimport.com/Types-of-GST-in-India-4189.aspx,,1,,,,,,7,,,
https://www.hrblock.in/earlygst/types-gst-india/,,1,,,,,,2,,,
https://www.myloancare.in/tax/gst/types-of-gst/,,1,,,,,,3,,,
https://plato.stanford.edu/entries/categories,,0,,,,,,8,,,
https://en.wikipedia.org/wiki/Help:Category,,0,,,,,,9,,,
https://support.office.com/en-us/article/Create-and-assign-color-categories-A1FDE97E-15E1-4179-A1A0-8A91EF89B8DC,,0,,,,,,10,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,1,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,1,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,1,,,,,,,,,
"2,10",,1,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,1,,,,,,,,,
"4,8",,1,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,1,,,,,,,,,
"5,7",,1,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,1,,,,,,,,,
"6,8",,1,,,,,,,,,
"6,9",,1,,,,,,,,,
"6,10",,1,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
items unaffected from gst,,,,,,,,,,,
,,,,,,,,,,,
https://www.quora.com/What-items-are-not-taxed-under-GST,,1,,,,,,3,,,
https://www.hindustantimes.com/mumbai-news/goods-and-services-tax-in-maharashtra-cost-of-78-medicines-drugs-won-t-change/story-r7pbfMwboTtkbMhlFP2JfP.html,,1,,,,,,2,,,
https://economictimes.indiatimes.com/industry/indl-goods/svs/steel/steel-sector-to-be-unaffected-by-gst-rollout/articleshow/59339937.cms,,1,,,,,,1,,,
https://www.wishfin.com/gst-tax-rates-list/goods-and-services-tax/,,1,,,,,,4,,,
https://kashmirobserver.net/2017/business/how-will-gst-affect-common-mans-purse-19881,,1,,,,,,5,,,
http://www.thesaurus.com/browse/items,,0,,,,,,6,,,
https://www.merriam-webster.com/dictionary/item,,0,,,,,,7,,,
http://www.thesaurus.com/browse/item,,0,,,,,,8,,,
https://images.search.yahoo.com/search/images?p=items,,0,,,,,,9,,,
http://www.thefreedictionary.com/items,,0,,,,,,10,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,1,,,,,,,,,
"1,2",,1,,,,,,,,,
"1,3",,1,,,,,,,,,
"1,4",,1,,,,,,,,,
"1,5",,1,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,1,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,1,,,,,,,,,
"2,10",,1,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,1,,,,,,,,,
"3,10",,1,,,,,,,,,
"4,5",,1,,,,,,,,,
"4,6",,1,,,,,,,,,
"4,7",,1,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,0,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,1,,,,,,,,,
,,,,,,,,,,,
how to register for gst,,,,,,,,,,,
https://www.business.gov.au/info/run/tax/register-for-goods-and-services-tax-gst',,1,,,,,,1,,,
https://services.amazon.in/resources/seller-blog/how-to-register-for-gst.html',,1,,,,,,3,,,
https://www.ndtv.com/india-news/how-to-register-for-gst-a-step-by-step-guide-1709593',,1,,,,,,4,,,
https://www.iras.gov.sg/IRASHome/GST/Non-GST-registered-businesses/Registering-for-GST/Applying-for-GST-Registration/',,1,,,,,,5,,,
https://cleartax.in/s/how-to-register-for-gst/',,1,,,,,,6,,,
https://www.ato.gov.au/Business/GST/Registering-for-GST/,,1,,,,,,2,,,
http://www.baidu.com/link?url=oD5fATEDqnbLnMBE2bA4OUGh_XxWARdGkivTGBmyJjrLUSgbTpyKsfVL131FgIdO_WoFIoMxy6FO-AWtLHD0gXdI4d0bvkmKw1Fnp0sdeYecQJbXKgBgqvnfQvVJdRY-ffM53d-4JPM8Oq9qycIfJBOaQVYA1i09mqfJ2feZIO_0dgmnJtgYar_V8THDm_Zg',,0,,,,,,8,,,
http://www.profitbooks.net/gst-registration-process-india/',,1,,,,,,7,,,
https://www.wikihow.com/Main-Page',,0,,,,,,9,,,
https://www.canada.ca/en/revenue-agency/services/tax/businesses/topics/gst-hst-businesses/register-a-gst-hst-account.html',,0,,,,,,10,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,1,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,1,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,1,,,,,,,,,
"2,10",,1,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,1,,,,,,,,,
"4,8",,1,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,1,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,0,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
relaxation in gst,,,,,,,,,,,
https://www.outlookindia.com/website/story/for-budget-2018-retailers-expect-relaxation-in-gst-tax-slab,,1,,,,,,2,,,
https://economictimes.indiatimes.com/news/economy/policy/gst-council-gives-relaxation-of-2-months-for-filing-of-gst-returns/articleshow/59204747.cms',,1,,,,,,3,,,
http://www.dnaindia.com/business/report-budget-2018-retailers-expect-relaxation-in-gst-tax-slabs-across-various-product-categories-2580347,,1,,,,,,1,,,
https://thecommercetutor.com/exemption-reverse-charge-gst/',,1,,,,,,4,,,
http://studycafe.in/2017/06/relaxation-return-filing-procedure-first-two-months-gst-implementation.html',,1,,,,,,8,,,
https://en.wikipedia.org/wiki/Relaxation_technique',,0,,,,,,5,,,
https://www.merriam-webster.com/dictionary/relaxation',,0,,,,,,6,,,
https://www.amazon.com/relaxation/s?ie=UTF8&page=1&rh=i%3Aaps%2Ck%3Arelaxation',,1,,,,,,7,,,
https://images.search.yahoo.com/search/images?p=relaxation',,0,,,,,,9,,,
http://www.dictionary.com/browse/relaxation',,0,,,,,,10,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,1,,,,,,,,,
"1,4",,1,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,1,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,1,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,1,,,,,,,,,
"3,8",,1,,,,,,,,,
"3,9",,1,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,1,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,1,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,1,,,,,,,,,
"6,8",,1,,,,,,,,,
"6,9",,1,,,,,,,,,
"6,10",,1,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
penalty/consequences in case of violation of gst,,,,,,,,,,,
http://www.business-standard.com/article/companies/govt-suggests-tougher-penalties-for-employers-violating-pf-rules-114122400174_1.html',,1,,,,,,1,,,
https://taxguru.in/goods-and-service-tax/interest-late-fee-penalties-detention-confiscation-prosecution-gst.html,,1,,,,,,3,,,
https://blog.ipleaders.in/gst-non-compliance/',,1,,,,,,5,,,
https://cleartax.in/s/offences-and-penalties-gst/',,1,,,,,,4,,,
https://www.indiafilings.com/learn/gst-penalty-amount-different-types-offence/',,1,,,,,,2,,,
https://gstindiaguide.com/late-fees-penalties-prosecution-gst-law/',,1,,,,,,10,,,
https://www.itrtoday.com/penalty-provisions-under-gst-from-model-gst-law/',,1,,,,,,6,,,
https://www.allindiaitr.com/gst/GST-penalties-and-appeals',,1,,,,,,9,,,
http://www.baidu.com/link?url=cjlbJxJ7sNVmiXYFxDiaDzmu18CzT5kDs302tIf11FXiNJdXO574aHreLXwWNEdt5Lz2pnHr9C-ITvB82cyPWq',,1,,,,,,7,,,
https://taxguru.in/service-tax/penalties-service-tax-law.html',,1,,,,,,8,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,1,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,1,,,,,,,,,
"3,8",,1,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,1,,,,,,,,,
"5,7",,1,,,,,,,,,
"5,8",,1,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,1,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,1,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
remission under gst,,,,,,,,,,,
https://www.caclubindia.com/articles/reverse-charge-mechanism-and-remission-of-tax-under-the-gst-regime-29244.asp,,1,,,,,,2,,,
https://taxguru.in/goods-and-service-tax/reverse-charge-mechanism-remission-tax-gst-regime.html,,1,,,,,,1,,,
https://www.profitbooks.net/levy-and-exemptions-under-gst-india/,,1,,,,,,4,,,
http://www.gstgovt.in/whether-remission-is-allowed-under-gst-law/,,1,,,,,,5,,,
https://www.iras.gov.sg/irashome/Property/Property-owners/Working-out-your-taxes/Property-Tax-Reliefs/Property-Tax-Remission-for-Land-Under-Development-for-an-Owner-Occupied-House/,,1,,,,,,3,,,
https://charteredindia.com/remission-taxduty-gst-law-section-11-gst-law/,,1,,,,,,6,,,
http://www.thesaurus.com/browse/remission',,0,,,,,,7,,,
https://www.merriam-webster.com/dictionary/remission',,0,,,,,,8,,,
http://www.baidu.com/link?url=lP2SGYkf6ox0HIHvjLHJd_YXkvD4_ntGxRw8m6GB0NzDeWHsS18gQFjG2pWCMUWoAHIkPYHyLOCxGXr2KuPkiJTjty654NW9GKmJi4WaSVQRG0XBEqA8Jr7pMo0wMMJBIzAChJlPXKC_Ls-_anTIWYfLWmWslewIWUs_mw29gxdnDMKw7g00_bzDwoYNTB74ad_BZc-Vw8vNBN9WqLAt2q',,0,,,,,,9,,,
https://www.thefreedictionary.com/remission',,0,,,,,,10,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,1,,,,,,,,,
"1,3",,1,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,1,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,1,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,1,,,,,,,,,
"3,8",,1,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,1,,,,,,,,,
"5,7",,1,,,,,,,,,
"5,8",,1,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,1,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,1,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
